  1879
1899  12   2415020
1900   1   2415050
1900   2   2415079
1900   3   2415109
1900   4   2415138
1900   5   2415167
1900   6   2415197
1900   7   2415226
1900   8   2415256
1900  -8   2415286
1900   9   2415315
1900  10   2415345
1900  11   2415375
1900  12   2415404
1901   1   2415434
1901   2   2415463
1901   3   2415493
1901   4   2415522
1901   5   2415551
1901   6   2415581
1901   7   2415610
1901   8   2415640
1901   9   2415669
1901  10   2415699
1901  11   2415729
1901  12   2415759
1902   1   2415788
1902   2   2415818
1902   3   2415847
1902   4   2415877
1902   5   2415906
1902   6   2415935
1902   7   2415965
1902   8   2415994
1902   9   2416024
1902  10   2416053
1902  11   2416083
1902  12   2416113
1903   1   2416143
1903   2   2416172
1903   3   2416202
1903   4   2416231
1903   5   2416261
1903  -5   2416290
1903   6   2416319
1903   7   2416349
1903   8   2416378
1903   9   2416407
1903  10   2416437
1903  11   2416467
1903  12   2416496
1904   1   2416526
1904   2   2416556
1904   3   2416586
1904   4   2416615
1904   5   2416645
1904   6   2416674
1904   7   2416703
1904   8   2416733
1904   9   2416762
1904  10   2416791
1904  11   2416821
1904  12   2416851
1905   1   2416880
1905   2   2416910
1905   3   2416940
1905   4   2416969
1905   5   2416999
1905   6   2417029
1905   7   2417058
1905   8   2417087
1905   9   2417117
1905  10   2417146
1905  11   2417176
1905  12   2417205
1906   1   2417235
1906   2   2417264
1906   3   2417294
1906   4   2417324
1906  -4   2417353
1906   5   2417383
1906   6   2417412
1906   7   2417442
1906   8   2417471
1906   9   2417501
1906  10   2417530
1906  11   2417560
1906  12   2417589
1907   1   2417619
1907   2   2417648
1907   3   2417678
1907   4   2417707
1907   5   2417737
1907   6   2417766
1907   7   2417796
1907   8   2417826
1907   9   2417855
1907  10   2417885
1907  11   2417914
1907  12   2417944
1908   1   2417973
1908   2   2418003
1908   3   2418032
1908   4   2418061
1908   5   2418091
1908   6   2418121
1908   7   2418150
1908   8   2418180
1908   9   2418209
1908  10   2418239
1908  11   2418269
1908  12   2418298
1909   1   2418328
1909   2   2418357
1909  -2   2418387
1909   3   2418416
1909   4   2418445
1909   5   2418475
1909   6   2418504
1909   7   2418534
1909   8   2418563
1909   9   2418593
1909  10   2418623
1909  11   2418653
1909  12   2418682
1910   1   2418712
1910   2   2418741
1910   3   2418771
1910   4   2418800
1910   5   2418829
1910   6   2418859
1910   7   2418888
1910   8   2418918
1910   9   2418947
1910  10   2418977
1910  11   2419007
1910  12   2419037
1911   1   2419066
1911   2   2419096
1911   3   2419125
1911   4   2419155
1911   5   2419184
1911   6   2419213
1911  -6   2419243
1911   7   2419272
1911   8   2419301
1911   9   2419331
1911  10   2419361
1911  11   2419390
1911  12   2419420
1912   1   2419450
1912   2   2419480
1912   3   2419509
1912   4   2419539
1912   5   2419568
1912   6   2419597
1912   7   2419627
1912   8   2419656
1912   9   2419685
1912  10   2419715
1912  11   2419745
1912  12   2419774
1913   1   2419804
1913   2   2419834
1913   3   2419864
1913   4   2419893
1913   5   2419923
1913   6   2419952
1913   7   2419981
1913   8   2420011
1913   9   2420040
1913  10   2420069
1913  11   2420099
1913  12   2420128
1914   1   2420158
1914   2   2420188
1914   3   2420218
1914   4   2420247
1914   5   2420277
1914  -5   2420307
1914   6   2420336
1914   7   2420365
1914   8   2420395
1914   9   2420424
1914  10   2420454
1914  11   2420483
1914  12   2420512
1915   1   2420542
1915   2   2420572
1915   3   2420601
1915   4   2420631
1915   5   2420661
1915   6   2420690
1915   7   2420720
1915   8   2420749
1915   9   2420779
1915  10   2420808
1915  11   2420838
1915  12   2420867
1916   1   2420897
1916   2   2420926
1916   3   2420956
1916   4   2420985
1916   5   2421015
1916   6   2421044
1916   7   2421074
1916   8   2421104
1916   9   2421133
1916  10   2421163
1916  11   2421192
1916  12   2421222
1917   1   2421251
1917   2   2421281
1917  -2   2421310
1917   3   2421339
1917   4   2421369
1917   5   2421398
1917   6   2421428
1917   7   2421458
1917   8   2421487
1917   9   2421517
1917  10   2421547
1917  11   2421576
1917  12   2421606
1918   1   2421635
1918   2   2421665
1918   3   2421694
1918   4   2421723
1918   5   2421753
1918   6   2421782
1918   7   2421812
1918   8   2421841
1918   9   2421871
1918  10   2421901
1918  11   2421931
1918  12   2421960
1919   1   2421990
1919   2   2422019
1919   3   2422049
1919   4   2422078
1919   5   2422107
1919   6   2422137
1919   7   2422166
1919  -7   2422196
1919   8   2422225
1919   9   2422255
1919  10   2422285
1919  11   2422314
1919  12   2422344
1920   1   2422374
1920   2   2422403
1920   3   2422433
1920   4   2422462
1920   5   2422491
1920   6   2422521
1920   7   2422550
1920   8   2422579
1920   9   2422609
1920  10   2422639
1920  11   2422668
1920  12   2422698
1921   1   2422728
1921   2   2422758
1921   3   2422787
1921   4   2422817
1921   5   2422846
1921   6   2422875
1921   7   2422905
1921   8   2422934
1921   9   2422963
1921  10   2422993
1921  11   2423022
1921  12   2423052
1922   1   2423082
1922   2   2423112
1922   3   2423141
1922   4   2423171
1922   5   2423201
1922  -5   2423230
1922   6   2423259
1922   7   2423289
1922   8   2423318
1922   9   2423347
1922  10   2423377
1922  11   2423406
1922  12   2423436
1923   1   2423466
1923   2   2423495
1923   3   2423525
1923   4   2423555
1923   5   2423584
1923   6   2423614
1923   7   2423643
1923   8   2423673
1923   9   2423702
1923  10   2423732
1923  11   2423761
1923  12   2423790
1924   1   2423820
1924   2   2423850
1924   3   2423879
1924   4   2423909
1924   5   2423938
1924   6   2423968
1924   7   2423998
1924   8   2424027
1924   9   2424057
1924  10   2424086
1924  11   2424116
1924  12   2424145
1925   1   2424174
1925   2   2424204
1925   3   2424233
1925   4   2424263
1925  -4   2424293
1925   5   2424322
1925   6   2424352
1925   7   2424381
1925   8   2424411
1925   9   2424441
1925  10   2424470
1925  11   2424500
1925  12   2424529
1926   1   2424559
1926   2   2424588
1926   3   2424617
1926   4   2424647
1926   5   2424676
1926   6   2424706
1926   7   2424735
1926   8   2424765
1926   9   2424795
1926  10   2424824
1926  11   2424854
1926  12   2424884
1927   1   2424913
1927   2   2424943
1927   3   2424972
1927   4   2425001
1927   5   2425031
1927   6   2425060
1927   7   2425090
1927   8   2425119
1927   9   2425149
1927  10   2425179
1927  11   2425208
1927  12   2425238
1928   1   2425268
1928   2   2425297
1928  -2   2425327
1928   3   2425356
1928   4   2425385
1928   5   2425415
1928   6   2425444
1928   7   2425473
1928   8   2425503
1928   9   2425533
1928  10   2425562
1928  11   2425592
1928  12   2425622
1929   1   2425652
1929   2   2425681
1929   3   2425711
1929   4   2425740
1929   5   2425769
1929   6   2425799
1929   7   2425828
1929   8   2425857
1929   9   2425887
1929  10   2425916
1929  11   2425946
1929  12   2425976
1930   1   2426006
1930   2   2426035
1930   3   2426065
1930   4   2426095
1930   5   2426124
1930   6   2426153
1930  -6   2426183
1930   7   2426212
1930   8   2426241
1930   9   2426271
1930  10   2426300
1930  11   2426330
1930  12   2426360
1931   1   2426389
1931   2   2426419
1931   3   2426449
1931   4   2426479
1931   5   2426508
1931   6   2426537
1931   7   2426567
1931   8   2426596
1931   9   2426625
1931  10   2426655
1931  11   2426684
1931  12   2426714
1932   1   2426743
1932   2   2426773
1932   3   2426803
1932   4   2426833
1932   5   2426862
1932   6   2426892
1932   7   2426921
1932   8   2426951
1932   9   2426980
1932  10   2427009
1932  11   2427039
1932  12   2427068
1933   1   2427098
1933   2   2427127
1933   3   2427157
1933   4   2427187
1933   5   2427216
1933  -5   2427246
1933   6   2427276
1933   7   2427305
1933   8   2427335
1933   9   2427364
1933  10   2427394
1933  11   2427423
1933  12   2427452
1934   1   2427482
1934   2   2427511
1934   3   2427541
1934   4   2427570
1934   5   2427600
1934   6   2427630
1934   7   2427659
1934   8   2427689
1934   9   2427719
1934  10   2427748
1934  11   2427778
1934  12   2427807
1935   1   2427837
1935   2   2427866
1935   3   2427895
1935   4   2427925
1935   5   2427954
1935   6   2427984
1935   7   2428013
1935   8   2428043
1935   9   2428073
1935  10   2428102
1935  11   2428132
1935  12   2428162
1936   1   2428191
1936   2   2428221
1936   3   2428250
1936  -3   2428279
1936   4   2428309
1936   5   2428338
1936   6   2428368
1936   7   2428397
1936   8   2428427
1936   9   2428456
1936  10   2428486
1936  11   2428516
1936  12   2428546
1937   1   2428575
1937   2   2428605
1937   3   2428634
1937   4   2428663
1937   5   2428693
1937   6   2428722
1937   7   2428751
1937   8   2428781
1937   9   2428810
1937  10   2428840
1937  11   2428870
1937  12   2428900
1938   1   2428929
1938   2   2428959
1938   3   2428989
1938   4   2429018
1938   5   2429047
1938   6   2429077
1938   7   2429106
1938  -7   2429135
1938   8   2429165
1938   9   2429194
1938  10   2429224
1938  11   2429254
1938  12   2429283
1939   1   2429313
1939   2   2429343
1939   3   2429373
1939   4   2429402
1939   5   2429431
1939   6   2429461
1939   7   2429490
1939   8   2429519
1939   9   2429549
1939  10   2429578
1939  11   2429608
1939  12   2429637
1940   1   2429667
1940   2   2429697
1940   3   2429727
1940   4   2429756
1940   5   2429786
1940   6   2429815
1940   7   2429845
1940   8   2429874
1940   9   2429903
1940  10   2429933
1940  11   2429962
1940  12   2429992
1941   1   2430021
1941   2   2430051
1941   3   2430081
1941   4   2430110
1941   5   2430140
1941   6   2430170
1941  -6   2430199
1941   7   2430229
1941   8   2430258
1941   9   2430287
1941  10   2430317
1941  11   2430346
1941  12   2430376
1942   1   2430405
1942   2   2430435
1942   3   2430464
1942   4   2430494
1942   5   2430524
1942   6   2430553
1942   7   2430583
1942   8   2430613
1942   9   2430642
1942  10   2430672
1942  11   2430701
1942  12   2430730
1943   1   2430760
1943   2   2430789
1943   3   2430819
1943   4   2430848
1943   5   2430878
1943   6   2430907
1943   7   2430937
1943   8   2430967
1943   9   2430996
1943  10   2431026
1943  11   2431056
1943  12   2431085
1944   1   2431115
1944   2   2431144
1944   3   2431173
1944   4   2431203
1944  -4   2431232
1944   5   2431262
1944   6   2431291
1944   7   2431321
1944   8   2431350
1944   9   2431380
1944  10   2431410
1944  11   2431439
1944  12   2431469
1945   1   2431499
1945   2   2431528
1945   3   2431557
1945   4   2431587
1945   5   2431616
1945   6   2431645
1945   7   2431675
1945   8   2431704
1945   9   2431734
1945  10   2431764
1945  11   2431794
1945  12   2431823
1946   1   2431853
1946   2   2431883
1946   3   2431912
1946   4   2431941
1946   5   2431971
1946   6   2432000
1946   7   2432029
1946   8   2432059
1946   9   2432088
1946  10   2432118
1946  11   2432148
1946  12   2432177
1947   1   2432207
1947   2   2432237
1947  -2   2432267
1947   3   2432296
1947   4   2432325
1947   5   2432355
1947   6   2432384
1947   7   2432413
1947   8   2432443
1947   9   2432472
1947  10   2432502
1947  11   2432531
1947  12   2432561
1948   1   2432591
1948   2   2432621
1948   3   2432650
1948   4   2432680
1948   5   2432709
1948   6   2432739
1948   7   2432768
1948   8   2432797
1948   9   2432827
1948  10   2432856
1948  11   2432886
1948  12   2432915
1949   1   2432945
1949   2   2432975
1949   3   2433005
1949   4   2433034
1949   5   2433064
1949   6   2433093
1949   7   2433123
1949  -7   2433152
1949   8   2433181
1949   9   2433211
1949  10   2433240
1949  11   2433270
1949  12   2433299
1950   1   2433329
1950   2   2433359
1950   3   2433388
1950   4   2433418
1950   5   2433448
1950   6   2433477
1950   7   2433507
1950   8   2433536
1950   9   2433565
1950  10   2433595
1950  11   2433624
1950  12   2433654
1951   1   2433683
1951   2   2433713
1951   3   2433742
1951   4   2433772
1951   5   2433802
1951   6   2433831
1951   7   2433861
1951   8   2433890
1951   9   2433920
1951  10   2433949
1951  11   2433979
1951  12   2434008
1952   1   2434038
1952   2   2434067
1952   3   2434097
1952   4   2434126
1952   5   2434156
1952  -5   2434185
1952   6   2434215
1952   7   2434245
1952   8   2434274
1952   9   2434304
1952  10   2434333
1952  11   2434363
1952  12   2434392
1953   1   2434422
1953   2   2434451
1953   3   2434481
1953   4   2434510
1953   5   2434539
1953   6   2434569
1953   7   2434599
1953   8   2434628
1953   9   2434658
1953  10   2434688
1953  11   2434717
1953  12   2434747
1954   1   2434777
1954   2   2434806
1954   3   2434835
1954   4   2434865
1954   5   2434894
1954   6   2434923
1954   7   2434953
1954   8   2434982
1954   9   2435012
1954  10   2435042
1954  11   2435071
1954  12   2435101
1955   1   2435131
1955   2   2435161
1955   3   2435190
1955  -3   2435219
1955   4   2435249
1955   5   2435278
1955   6   2435307
1955   7   2435337
1955   8   2435366
1955   9   2435396
1955  10   2435425
1955  11   2435455
1955  12   2435485
1956   1   2435515
1956   2   2435544
1956   3   2435574
1956   4   2435603
1956   5   2435633
1956   6   2435662
1956   7   2435691
1956   8   2435721
1956   9   2435750
1956  10   2435780
1956  11   2435809
1956  12   2435839
1957   1   2435869
1957   2   2435899
1957   3   2435928
1957   4   2435958
1957   5   2435987
1957   6   2436017
1957   7   2436046
1957   8   2436075
1957  -8   2436105
1957   9   2436134
1957  10   2436164
1957  11   2436193
1957  12   2436223
1958   1   2436253
1958   2   2436282
1958   3   2436312
1958   4   2436342
1958   5   2436371
1958   6   2436401
1958   7   2436430
1958   8   2436459
1958   9   2436489
1958  10   2436518
1958  11   2436548
1958  12   2436577
1959   1   2436607
1959   2   2436636
1959   3   2436666
1959   4   2436696
1959   5   2436725
1959   6   2436755
1959   7   2436784
1959   8   2436814
1959   9   2436843
1959  10   2436873
1959  11   2436902
1959  12   2436932
1960   1   2436961
1960   2   2436991
1960   3   2437020
1960   4   2437050
1960   5   2437079
1960   6   2437109
1960  -6   2437139
1960   7   2437168
1960   8   2437198
1960   9   2437227
1960  10   2437257
1960  11   2437286
1960  12   2437316
1961   1   2437345
1961   2   2437375
1961   3   2437404
1961   4   2437434
1961   5   2437463
1961   6   2437493
1961   7   2437522
1961   8   2437552
1961   9   2437582
1961  10   2437611
1961  11   2437641
1961  12   2437670
1962   1   2437700
1962   2   2437729
1962   3   2437759
1962   4   2437788
1962   5   2437817
1962   6   2437847
1962   7   2437876
1962   8   2437906
1962   9   2437936
1962  10   2437965
1962  11   2437995
1962  12   2438025
1963   1   2438054
1963   2   2438084
1963   3   2438113
1963   4   2438143
1963  -4   2438172
1963   5   2438201
1963   6   2438231
1963   7   2438260
1963   8   2438290
1963   9   2438319
1963  10   2438349
1963  11   2438379
1963  12   2438409
1964   1   2438438
1964   2   2438468
1964   3   2438497
1964   4   2438527
1964   5   2438556
1964   6   2438585
1964   7   2438615
1964   8   2438644
1964   9   2438674
1964  10   2438703
1964  11   2438733
1964  12   2438763
1965   1   2438793
1965   2   2438822
1965   3   2438852
1965   4   2438881
1965   5   2438911
1965   6   2438940
1965   7   2438969
1965   8   2438999
1965  -8   2439028
1965  10   2439057
1965  11   2439087
1965  12   2439117
