/////////////////////////////////



  1    -36.10751    -12.47355     31.83024    -42.62828    -510980    2475747      -1798        352 -15028.0  27368.0
  1    -33.98757    -12.47598     32.98804    -40.59584    -486487    3037422      -1713        428 -15361.9  27432.1
  1    -31.43953    -12.47924     34.31581    -38.06818    -458609    3749810      -1615        524 -15083.3  27028.0
  1    -28.72770    -12.48232     35.64750    -35.27485    -425263    4411701      -1500        612 -15378.3  27070.1
  1    -23.34679    -12.48845     38.01485    -29.41335    -357633    5607557      -1265        771 -15429.0  27006.5
  1    -19.48959    -12.49254     39.46326    -24.95591    -305728    6348362      -1083        867 -15763.9  27036.8
  1    -16.16561    -12.49595     40.52829    -20.95393    -260301    6945408       -927        945 -15398.1  26658.9
  1    -12.93681    -12.49917     41.38905    -16.93788    -211426    7340636       -758        996 -16151.9  27003.6
  1    -10.22084    -12.50191     41.97336    -13.47455    -172497    7697733       -623       1041 -15835.1  26677.2
  1     -1.18111    -12.51044     42.94281     -1.57525     -33945    8140650       -140       1099 -16472.0  27035.2
  1      3.03848    -12.51452     42.86366      4.04839      30936    8157158         81       1100 -16118.9  26696.3
  1     40.50707    -23.22181     20.61527     39.62483     440770   -2864359       1505       -402 -16216.5  27710.1
  1    -41.89821    -23.17734     19.91191    -40.76409    -487344   -3164931      -1715       -449 -15787.6  27716.0
  1      7.19191    -23.12045     31.94281      7.79814      71230    2579733        228        366 -15851.1  27017.2
///////////////////////////////////////////////////////
  1    -30.35692    -22.46638     26.12094    -31.34254    -378670    -258006      -1339        -30 -15713.4  27442.5
  1      1.46160    -22.45927     32.99043      1.61043       2487    3047366        -16        429 -16164.6  27386.7
  1     27.14076    -22.44772     27.45678     28.36796     312492     363152       1058         60 -16507.2  27391.5
  1    -17.25361    -22.34120     30.80957    -18.62759    -233550    1975885       -834        283 -15394.1  27419.6
  1     -7.88647    -22.06931     32.90317     -8.71106    -115425    3006297       -425        423 -16508.3  27396.5
  1      2.74466    -22.06552     33.34102      3.04501      19422    3227319         45        452 -16490.7  27406.8
  1    -28.91496    -21.92915     27.20766    -30.28679    -366167     242438      -1296         43 -15783.1  27412.7
  1    -15.31301    -21.92602     31.69493    -16.73421    -209080    2462452       -750        350 -16138.8  26988.9
  1    -40.64313    -21.45141     21.99114    -40.82831    -488048   -2169692      -1717       -304 -15838.8  27371.3
  1    -27.38936    -21.45232     28.25851    -29.08441    -351851     755794      -1244        113 -16135.0  27415.8
  1     32.25297    -21.42137     26.20070     33.62000     373936    -277740       1272        -31 -16861.8  27783.6
  1    -43.92575    -13.71079     26.23534    -48.70815    -581360    -259102      -2037        -28 -15403.3  27746.4
  1    114.48555     58.91075     18.00825    150.38694    -450236   -3855244       5942       -548 -16842.8  26208.9
///////////////////////////////////////d2014.3.3

  1     36.38229     -6.74980     36.29865     46.96143     526309    4654519       1802        643 -16537.4  27740.2
  1     17.01200      4.69425     56.25317     31.66102     350018   15237298       1190       1980 -16533.4  27378.4
  1     48.48212     -6.73010     28.41528     57.71992     650403     771698       2231        117 -16420.7  27764.1
  1    -53.93133     -6.06862     24.98397    -62.46887    -740121    -845006      -2591       -111 -15077.0  27723.4
///////////////////
  1     80.21445     19.18152     18.57207    100.92588    1150875   -3879875       2536       -553 111668.0  28508.6
  1    -66.84974     20.93268     30.33315    -95.72910   -1127870    1656576      -3933        239 -14021.7  28080.4
  1    -52.05595     20.93519     42.50550    -87.57359   -1032903    7769080      -3599       1050 -14724.9  28106.9
  1    -44.64407     20.93763     48.58998    -82.85117    -977985   10982340      -3410       1456 -14735.9  28087.0
  1    -37.55870     20.93998     54.34251    -77.58854    -917904   14133732      -3204       1846 -14332.2  27736.1
  1    -29.08216     20.94332     61.04524    -69.66642    -824958   17845275      -2879       2293 -15065.5  27727.9
  1    -13.05095     20.95054     72.20559    -43.63601    -520968   24238746      -1830       3044 -15775.5  27351.1
  1     16.13013     20.96472     70.35712     50.51119     578216   23063605       1980       2907 -19779.9  28094.6
  1     29.51190     20.97237     60.72900     70.17774     798006   17552206       2747       2258 -18017.2  28479.4
  1     25.62726     21.14509     63.79764     66.00771     751110   19276151       2584       2463 -18357.9  28456.5
  1     31.93334     21.14936     58.93338     72.93137     829225   16550246       2856       2138 -17915.1  28495.2
  1    -72.00654     21.28093     26.28725    -98.71268   -1161185    1336152      -4048        -31 -14411.6  28095.2
  1    -68.39938     21.28080     29.23114    -96.87943   -1140491    1111139      -3979        165 -14022.5  28109.2
  1    -63.70787     21.28087     33.07683    -94.44963   -1112371    2994961      -3882        422 -14006.1  28075.7
  1    -58.93930     21.28126     36.99895    -91.89831   -1083182    4950069      -3780        683 -14002.2  28101.3
  1    -46.47457     21.28390     47.25714    -84.52608    -998896   10324674      -3486       1374 -13924.8  27716.7
  1    -33.32070     21.28805     57.90990    -74.46445    -882323   16115663      -3083       2084 -13976.6  27726.6
  1    -23.83026     21.29201     65.22714    -63.94882    -758963   20217545      -2654       2572 -14734.2  27716.7
  1    -15.58259     21.29537     70.94671    -50.05801    -597142   23470819      -2094       2953 -15132.3  27733.1
  1      8.77535     21.30596     74.68435     32.55488     370485   25555417       1258       3196 -19436.1  28066.6
  1     13.33534     21.30904     72.32389     45.04763     513625   24199290       1757       3038 -19376.7  28101.0
  1     22.13857     21.31315     66.47956     61.60832     701505   20838391       2412       2648 -18714.1  28121.4
  1     27.19879     21.31591     62.70413     68.20685     776214   18651903       2671       2390 -18271.7  28461.9
  1     55.00326     21.33280     40.26500     89.76233    1019883    6555666       3514        894 -16549.6  28465.1
  1     61.19813     21.33762     35.16642     93.18044    1059329    3929405       3651        547 -16575.6  28848.2
  1     75.06337     21.35072     23.83793    100.31833    1139899   -1526680       3932       -208 -16171.7  28835.7
  1     78.95097     21.35638     20.70034    102.27113    1162465   -2962873       4010       -418 -16162.4  28880.4
  1     81.95506     21.36166     18.29201    103.78170    1179961   -4041230       4070       -578 -16124.9  28850.4
  1    -25.35290     21.45576     64.18713    -66.23750    -786693   19607401      -2750       2502 -14332.6  27752.7
/////////////
  1    -56.74042     21.60403     38.96020    -91.05041   -1078862    2424116      -3741        813     26.3    412.6
  1    -45.56450     21.60727     48.15636    -84.35364    -997327   10750249      -3479       1428    425.1    403.9
  1    -38.66295     21.60916     53.78527    -79.45215    -939946   13805563      -3283       1805    359.0    373.2
  1    -28.91712     21.61241     61.54474    -70.64705    -838722   18118940      -2928       2324     61.6    380.0
  1     13.79318     21.62996     72.30059     46.80165     533519   24143811       1826       3033    -12.6     63.4
  1    -78.06534     21.75914     21.61499   -102.20278   -1197814   -2430039      -4177       -340   -647.7     55.2
  1    -65.78464     21.75641     31.59748    -96.02447   -1130862    2271685      -3947        321    757.9    398.6
   1    -86.65432     21.91382     14.84301   -106.63723   -1252547   -5453096      -4369       -792    752.7      8.9
  1    -81.29571     21.90764     19.09758   -103.94790   -1221968   -3569431      -4258       -508    389.5     35.3
  1    -24.48917     21.91110     65.10438    -66.00197    -784386   20180964      -2741       2569    -38.2      8.6
  1     -5.55648     21.91760     76.47442    -22.58663    -273569   26925614       -966       3329  -1070.7     -4.3
  1    -63.03155     22.04225     33.98884    -94.90330   -1120962    -370489      -3894        487    -12.5     61.3
  1    -53.29411     22.04325     42.00165    -89.62313   -1057521    7564731      -3688       1024    340.5    -10.8
  1    -43.13134     22.04495     50.35521    -83.31599    -984487   11991229      -3434       1582     65.3     17.9
  1     14.03505     22.06413     72.48168     48.30240     547904   24305906       1876       3051    940.6   -283.4
////////////////2015-03-05  
  1    -32.20279     -6.14092     39.22942    -43.15899    -516393    6130759      -1816        840     64.4    337.7
  1    -20.67183     -6.13011     44.89543    -29.70142    -361651    9066674      -1278       1217    395.1    375.0
  1    -15.90299     -6.12509     46.65698    -23.38699    -288118    9994820      -1023       1334    342.5    377.9
  1     -9.81006     -6.11968     48.30459    -14.75515    -187704   10866417       -675       1443    330.8    375.2
  1     -1.68295     -6.11088     49.32468     -2.56794     -46478   11396123       -185       1509    418.5    379.0
  1      5.60298     -6.10268     49.02084      8.51327      82430   11212548        261       1486    405.8    398.6
  1     11.43202     -6.09652     47.96025     17.11622     182367   10623836        607       1413    367.7    403.8
  1     22.15465     -6.08398     44.31441     31.60592     349611    8666753       1187       1166    428.0    387.4
  1     31.89141     -6.07274     39.46067     42.87855     478197    6178668       1635        845    655.1     52.0
  1     42.67762     -6.06154     32.84653     53.35592     598003    2838154       2052        401    737.0     28.1
  1     53.80455     -6.04146     25.09499     62.39644     701694    -881378       2412       -118    748.8    -15.0
  1     61.89632     -6.02664     19.05053     68.13281     767353   -3687404       2640       -524    782.2     46.8
